movieid,title
1422,Murder at 1600
1423,Hearts and Minds
1425,Fierce Creatures
1426,Zeus and Roxanne
1427,Turbulence
1428,Angel Baby
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)
6754,Underworld
1431,Beverly Hills Ninja
1432,Metro
1437,"Cement Garden, The"
1438,Dante's Peak
1439,Meet Wally Sparks
1440,Amos & Andrew
1441,Benny & Joon
1442,Prefontaine
1445,McHale's Navy
1446,Kolya (Kolja)
1447,Gridlock'd
1449,Waiting for Guffman
1453,"Beautician and the Beast, The"
1454,SubUrbia
1456,"Pest, The"
1457,Fools Rush In
1458,Touch
1459,Absolute Power
1460,That Darn Cat
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation)
1464,Lost Highway
1465,Rosewood
1466,Donnie Brasco
1468,Booty Call
1473,Best Men
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle)
1475,Kama Sutra: A Tale of Love
1476,Private Parts
1477,Love Jones
1479,"Saint, The"
1480,Smilla's Sense of Snow
33166,Crash
1484,"Daytrippers, The"
1485,Liar Liar
1487,Selena
1488,"Devil's Own, The"
1489,Cats Don't Dance
1490,B*A*P*S
1493,Love and Other Catastrophes
1495,Turbo: A Power Rangers Movie
97936,Anna Karenina
1497,Double Team
1498,Inventing the Abbotts
1499,Anaconda
1500,Grosse Pointe Blank
1502,Kissed
1503,8 Heads in a Duffel Bag
1507,Paradise Road
1513,Romy and Michele's High School Reunion
1514,Temptress Moon (Feng Yue)
1515,Volcano
1516,Children of the Revolution
1517,Austin Powers: International Man of Mystery
1518,Breakdown
1519,Broken English
1526,Fathers' Day
1527,"Fifth Element, The"
1529,Nowhere
1533,"Promise, The (La promesse)"
1537,Shall We Dance? (Shall We Dansu?)
1541,Addicted to Love
1542,Brassed Off
1544,"Lost World: Jurassic Park, The"
1545,Ponette
1546,Schizopolis
1547,Shiloh
1549,Rough Magic
1550,Trial and Error
1551,Buddy
1552,Con Air
1554,"Pillow Book, The"
1556,Speed 2: Cruise Control
1562,Batman & Robin
1564,For Roseanna (Roseanna's Grave)
1565,Head Above Water
112911,Hercules
1569,My Best Friend's Wedding
1571,When the Cat's Away (Chacun cherche son chat)
1572,"Contempt (Mépris, Le)"
1573,Face/Off
1574,Fall
1580,Men in Black (a.k.a. MIB)
1581,Out to Sea
1582,Wild America
1583,"Simple Wish, A"
1584,Contact
1585,Love Serenade
1586,G.I. Jane
89190,Conan the Barbarian
1588,George of the Jungle
1589,Cop Land
1590,Event Horizon
1591,Spawn
1592,Air Bud
1593,Picture Perfect
1594,In the Company of Men
1596,Career Girls
1597,Conspiracy Theory
1598,Desperate Measures
1599,Steel
1600,She's So Lovely
1601,Hoodlum
1602,Leave It to Beaver
1603,Mimic
1604,Money Talks
1605,Excess Baggage
1606,Kull the Conqueror
1608,Air Force One
1609,187 (One Eight Seven)
1610,"Hunt for Red October, The"
1611,My Own Private Idaho
1612,"Kiss Me, Guido"
1613,Star Maps
1614,In & Out
1615,"Edge, The"
1616,"Peacemaker, The"
1617,L.A. Confidential
1619,Seven Years in Tibet
1620,Kiss the Girls
1621,Soul Food
1623,Wishmaster
1624,"Thousand Acres, A"
1625,"Game, The"
1626,Fire Down Below
1627,U Turn
1629,"MatchMaker, The"
1631,"Assignment, The"
1633,Ulee's Gold
1635,"Ice Storm, The"
1639,Chasing Amy
1641,"Full Monty, The"
1642,Indian Summer (a.k.a. Alive & Kicking)
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)"
1644,I Know What You Did Last Summer
1645,The Devil's Advocate
1646,RocketMan (a.k.a. Rocket Man)
1647,Playing God
1648,"House of Yes, The"
1649,"Fast, Cheap & Out of Control"
1650,Washington Square
1652,Year of the Horse
1653,Gattaca
1654,FairyTale: A True Story
1655,Phantoms
1656,Swept from the Sea
1658,"Life Less Ordinary, A"
1659,Hurricane Streets
1660,Eve's Bayou
1661,Switchback
1662,Gang Related
1663,Stripes
1665,Bean
1667,Mad City
1670,Welcome to Sarajevo
1671,Deceiver
1672,"Rainmaker, The"
1673,Boogie Nights
1674,Witness
1675,Incognito
1676,Starship Troopers
1677,Critical Care
1678,"Joy Luck Club, The"
1679,Chairman of the Board
1680,Sliding Doors
1681,Mortal Kombat: Annihilation
1682,"Truman Show, The"
1683,"Wings of the Dove, The"
1684,Mrs. Dalloway
1685,"I Love You, I Love You Not"
1686,Red Corner
1687,"Jackal, The"
6516,Anastasia
1689,"Man Who Knew Too Little, The"
1690,Alien: Resurrection
1693,Amistad
1694,"Apostle, The"
1695,Artemisia
1696,Bent
1699,"Butcher Boy, The"
1701,Deconstructing Harry
1702,Flubber
1703,For Richer or Poorer
1704,Good Will Hunting
1707,Home Alone 3
1711,Midnight in the Garden of Good and Evil
1713,Mouse Hunt
1717,Scream 2
1718,Stranger in the House
1719,"Sweet Hereafter, The"
3404,Titanic
1722,Tomorrow Never Dies
1726,"Postman, The"
1727,"Horse Whisperer, The"
1729,Jackie Brown
1730,Kundun
1731,Mr. Magoo
1732,"Big Lebowski, The"
1733,Afterglow
1734,My Life in Pink (Ma vie en rose)
25923,Great Expectations
1739,3 Ninjas: High Noon On Mega Mountain
1746,Senseless
1747,Wag the Dog
1748,Dark City
1752,Hard Rain
1753,Half Baked
1754,Fallen
1755,Shooting Fish
1757,Fallen Angels (Duo luo tian shi)
1759,"Four Days in September (O Que É Isso, Companheiro?)"
1760,Spice World
1762,Deep Rising
1767,Music From Another Room
1769,"Replacement Killers, The"
1770,B. Monkey
1771,Night Flier
1772,Blues Brothers 2000
1777,"Wedding Singer, The"
1779,Sphere
1783,Palmetto
1784,As Good as It Gets
1785,King of New York
63992,Twilight
1792,U.S. Marshals
1793,Welcome to Woop-Woop
1794,Love and Death on Long Island
142448,Everest
156726,Hush
1799,Suicide Kings
1801,"Man in the Iron Mask, The"
1804,"Newton Boys, The"
1805,Wild Things
1806,Paulie
1807,"Cool, Dry Place, A"
1809,Fireworks (Hana-bi)
1810,Primary Colors
1812,Wide Awake
1816,Two Girls and a Guy
1821,"Object of My Affection, The"
1824,Homegrown
1825,The Players Club
1826,Barney's Great Adventure
1827,"Big One, The"
1829,Chinese Box
1831,Lost in Space
1833,Mercury Rising
1834,"Spanish Prisoner, The"
1835,City of Angels
1836,"Last Days of Disco, The"
1837,"Odd Couple II, The"
1839,My Giant
1840,He Got Game
1841,"Gingerbread Man, The"
1844,Live Flesh (Carne trémula)
1845,Zero Effect
1848,"Borrowers, The"
1855,Krippendorf's Tribe
1856,Kurt & Courtney
1857,"Real Blonde, The"
1858,Mr. Nice Guy (Yat goh ho yan)
1859,Taste of Cherry (Ta'm e guilass)
1860,Character (Karakter)
1862,Species II
1863,Major League: Back to the Minors
1866,"Big Hit, The"
1867,Tarzan and the Lost City
1870,"Dancer, Texas Pop. 81"
1875,Clockwatchers
1876,Deep Impact
1881,Quest for Camelot
111364,Godzilla
1883,Bulworth
1884,Fear and Loathing in Las Vegas
1885,"Opposite of Sex, The"
1887,Almost Heroes
1888,Hope Floats
5388,Insomnia
1891,"Ugly, The"
1892,"Perfect Murder, A"
1893,Beyond Silence (Jenseits der Stille)
1894,Six Days Seven Nights
1895,Can't Hardly Wait
1897,High Art
1900,"Children of Heaven, The (Bacheha-Ye Aseman)"
1902,Dream for an Insomniac
1904,Henry Fool
1906,Mr. Jealousy
1907,Mulan
1909,"X-Files: Fight the Future, The"
1910,I Went Down
1911,Dr. Dolittle
1912,Out of Sight
1913,Picnic at Hanging Rock
1914,Smoke Signals
1916,Buffalo '66 (a.k.a. Buffalo 66)
1917,Armageddon
1918,Lethal Weapon 4
1919,Madeline
1920,Small Soldiers
1921,Pi
1922,Whatever
1923,There's Something About Mary
1924,Plan 9 from Outer Space
1926,"Broadway Melody, The"
1927,All Quiet on the Western Front
1928,Cimarron
1929,Grand Hotel
26085,Mutiny on the Bounty
1932,"Great Ziegfeld, The"
1933,"Life of Emile Zola, The"
1934,You Can't Take It with You
1936,Mrs. Miniver
1937,Going My Way
1938,"Lost Weekend, The"
1939,"Best Years of Our Lives, The"
1940,Gentleman's Agreement
48326,All the King's Men
1944,From Here to Eternity
1945,On the Waterfront
1946,Marty
1947,West Side Story
1948,Tom Jones
1949,"Man for All Seasons, A"
1950,In the Heat of the Night
1951,Oliver!
1952,Midnight Cowboy
1953,"French Connection, The"
1954,Rocky
1955,Kramer vs. Kramer
1956,Ordinary People
1957,Chariots of Fire
1958,Terms of Endearment
1959,Out of Africa
1960,"Last Emperor, The"
1961,Rain Man
1962,Driving Miss Daisy
1963,Take the Money and Run
1964,Klute
1965,Repo Man
1966,Metropolitan
1967,Labyrinth
1968,"Breakfast Club, The"
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A"
1970,"Nightmare on Elm Street 3: Dream Warriors, A"
1971,"Nightmare on Elm Street 4: The Dream Master, A"
1972,"Nightmare on Elm Street 5: The Dream Child, A"
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)"
66783,Friday the 13th
1975,Friday the 13th Part 2
1976,Friday the 13th Part 3: 3D
1977,Friday the 13th Part IV: The Final Chapter
1978,Friday the 13th Part V: A New Beginning
1979,Friday the 13th Part VI: Jason Lives
1980,Friday the 13th Part VII: The New Blood
1981,Friday the 13th Part VIII: Jason Takes Manhattan
54785,Halloween
70994,Halloween II
1984,Halloween III: Season of the Witch
1985,Halloween 4: The Return of Michael Myers
1986,Halloween 5: The Revenge of Michael Myers
59306,Prom Night
1990,Prom Night IV: Deliver Us From Evil
1991,Child's Play
1992,Child's Play 2
1993,Child's Play 3
1994,Poltergeist
1995,Poltergeist II: The Other Side
1996,Poltergeist III
1997,"Exorcist, The"
1998,Exorcist II: The Heretic
1999,"Exorcist III, The"
2000,Lethal Weapon
2001,Lethal Weapon 2
2002,Lethal Weapon 3
2003,Gremlins
2004,Gremlins 2: The New Batch
2005,"Goonies, The"
2006,"Mask of Zorro, The"
2007,Polish Wedding
2008,"This World, Then the Fireworks"
2009,Soylent Green
5072,Metropolis
2011,Back to the Future Part II
2012,Back to the Future Part III
2013,"Poseidon Adventure, The"
6593,Freaky Friday
2015,"Absent-Minded Professor, The"
2016,"Apple Dumpling Gang Rides Again, The"
3086,Babes in Toyland
2018,Bambi
2019,Seven Samurai (Shichinin no samurai)
2020,Dangerous Liaisons
7842,Dune
2022,"Last Temptation of Christ, The"
2023,"Godfather: Part III, The"
2024,"Rapture, The"
2729,Lolita
2026,Disturbing Behavior
2027,Jane Austen's Mafia!
2028,Saving Private Ryan
2032,"Barefoot Executive, The"
2033,"Black Cauldron, The"
2034,"Black Hole, The"
2035,Blackbeard's Ghost
2036,Blank Check
2037,Candleshoe
2038,"Cat from Outer Space, The"
2040,"Computer Wore Tennis Shoes, The"
2041,Condorman
2042,D2: The Mighty Ducks
2043,Darby O'Gill and the Little People
2044,"Devil and Max Devlin, The"
2046,Flight of the Navigator
2048,"Great Mouse Detective, The"
2050,Herbie Goes Bananas
2051,Herbie Goes to Monte Carlo
2052,Hocus Pocus
2053,"Honey, I Blew Up the Kid"
2054,"Honey, I Shrunk the Kids"
2055,Hot Lead and Cold Feet
2056,In Search of the Castaways
2057,"Incredible Journey, The"
2058,"Negotiator, The"
2060,BASEketball
2064,Roger & Me
2065,"Purple Rose of Cairo, The"
2066,Out of the Past
2067,Doctor Zhivago
2068,Fanny and Alexander (Fanny och Alexander)
2069,"Trip to Bountiful, The"
2070,Tender Mercies
2071,And the Band Played On
2072,"'burbs, The"
2073,Fandango
2074,"Night Porter, The (Portiere di notte, Il)"
2075,Mephisto
2076,Blue Velvet
2077,"Journey of Natty Gann, The"
2080,Lady and the Tramp
2081,"Little Mermaid, The"
2082,"Mighty Ducks, The"
2083,"Muppet Christmas Carol, The"
2084,Newsies
2085,101 Dalmatians (One Hundred and One Dalmatians)
74089,Peter Pan
2088,Popeye
2089,"Rescuers Down Under, The"
2090,"Rescuers, The"
2091,Return from Witch Mountain
2092,"Return of Jafar, The"
2093,Return to Oz
2094,"Rocketeer, The"
2095,"Shaggy D.A., The"
2096,Sleeping Beauty
2097,Something Wicked This Way Comes
2098,Son of Flubber
2099,Song of the South
2100,Splash
2102,Steamboat Willie
2103,Tall Tale
2104,Tex
2105,Tron
2106,Swing Kids
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode)
2108,L.A. Story
2109,"Jerk, The"
2110,Dead Men Don't Wear Plaid
2111,"Man with Two Brains, The"
2112,Grand Canyon
2114,"Outsiders, The"
2115,Indiana Jones and the Temple of Doom
2116,"Lord of the Rings, The"
2117,1984 (Nineteen Eighty-Four)
2118,"Dead Zone, The"
2119,Maximum Overdrive
2120,Needful Things
2121,Cujo
2122,Children of the Corn
2123,All Dogs Go to Heaven
2124,"Addams Family, The"
2125,Ever After: A Cinderella Story
2126,Snake Eyes
2130,Atlantic City
2131,Autumn Sonata (Höstsonaten)
2132,Who's Afraid of Virginia Woolf?
2133,Adventures in Babysitting
2134,Weird Science
2135,Doctor Dolittle
49647,Charlotte's Web
2138,Watership Down
2139,"Secret of NIMH, The"
2140,"Dark Crystal, The"
2141,"American Tail, An"
2142,"American Tail: Fievel Goes West, An"
141688,Legend
2144,Sixteen Candles
2145,Pretty in Pink
2146,St. Elmo's Fire
2147,"Clan of the Cave Bear, The"
2148,House
2149,House II: The Second Story
2150,"Gods Must Be Crazy, The"
2151,"Gods Must Be Crazy II, The"
2152,Air Bud: Golden Receiver
89745,"Avengers, The"
2154,How Stella Got Her Groove Back
2155,"Slums of Beverly Hills, The"
2156,"Best Man, The (Testimone dello sposo, Il)"
2159,Henry: Portrait of a Serial Killer
2160,Rosemary's Baby
2161,"NeverEnding Story, The"
2162,"NeverEnding Story II: The Next Chapter, The"
2163,Attack of the Killer Tomatoes!
2164,Surf Nazis Must Die
2165,Your Friends and Neighbors
2166,Return to Paradise
2167,Blade
2169,Dead Man on Campus
2170,Wrongfully Accused
2171,Next Stop Wonderland
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)"
2174,Beetlejuice
2175,Déjà Vu
2176,Rope
2177,Family Plot
2178,Frenzy
2179,Topaz
2180,Torn Curtain
2181,Marnie
2182,"Wrong Man, The"
2212,"Man Who Knew Too Much, The"
2184,"Trouble with Harry, The"
2185,I Confess
2186,Strangers on a Train
2187,Stage Fright
2188,54
2190,Why Do Fools Fall In Love?
2193,Willow
2194,"Untouchables, The"
2195,Dirty Work
2196,Knock Off
2201,"Paradine Case, The"
2202,Lifeboat
2203,Shadow of a Doubt
2204,Saboteur
33679,Mr. & Mrs. Smith
2206,Suspicion
2207,Jamaica Inn
2208,"Lady Vanishes, The"
2210,Sabotage
2211,Secret Agent
5679,"Ring, The"
2227,"Lodger: A Story of the London Fog, The"
2231,Rounders
2232,Cube
2236,Simon Birch
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)
2240,My Bodyguard
2241,Class
2243,Broadcast News
2244,"Allnighter, The"
2245,Working Girl
2247,Married to the Mob
2248,Say Anything...
2249,My Blue Heaven
2252,Hero
2253,Toys
2255,Young Doctors in Love
2256,Parasite
2257,No Small Affair
2259,Blame It on Rio
2260,Wisdom
2261,One Crazy Summer
2262,About Last Night...
2263,"Seventh Sign, The"
32469,We're No Angels
2265,Nothing But Trouble
2266,"Butcher's Wife, The"
2267,Mortal Thoughts
2268,"Few Good Men, A"
2269,Indecent Proposal
2271,Permanent Midnight
2272,One True Thing
2273,Rush Hour
2275,Six-String Samurai
2278,Ronin
2279,Urban Legend
2280,Clay Pigeons
2281,Monument Ave.
2282,Pecker
2283,"Sheltering Sky, The"
2286,"Fiendish Plot of Dr. Fu Manchu, The"
2287,Them!
90345,"Thing, The"
2289,"Player, The"
2290,Stardust Memories
2291,Edward Scissorhands
2292,Overnight Delivery
2294,Antz
2295,"Impostors, The"
2296,"Night at the Roxbury, A"
2297,What Dreams May Come
2298,Strangeland
42002,"Producers, The"
2301,History of the World: Part I
2302,My Cousin Vinny
2303,Nashville
2304,Love Is the Devil
2306,Holy Man
2307,One Tough Cop
2310,"Mighty, The"
2311,2010: The Year We Make Contact
2312,Children of a Lesser God
2313,"Elephant Man, The"
2314,Beloved
2315,Bride of Chucky (Child's Play 4)
2316,Practical Magic
2318,Happiness
2320,Apt Pupil
2321,Pleasantville
2322,Soldier
2323,"Cruise, The"
2324,Life Is Beautiful (La Vita è bella)
2325,Orgazmo
2327,Tales from the Darkside: The Movie
2328,Vampires
2329,American History X
2330,Hands on a Hard Body
2331,Living Out Loud
2332,Belly
2333,Gods and Monsters
2334,"Siege, The"
2335,"Waterboy, The"
2336,Elizabeth
2337,Velvet Goldmine
2338,I Still Know What You Did Last Summer
2339,I'll Be Home For Christmas
2340,Meet Joe Black
2342,Hard Core Logo
2344,Runaway Train
8373,"Stepford Wives, The"
2347,"Pope of Greenwich Village, The"
2348,Sid and Nancy
2349,Mona Lisa
2350,Heart Condition
2351,"Nights of Cabiria (Notti di Cabiria, Le)"
2352,"Big Chill, The"
2353,Enemy of the State
2354,"Rugrats Movie, The"
2355,"Bug's Life, A"
2356,Celebrity
2357,Central Station (Central do Brasil)
2358,Savior
2359,Waking Ned Devine (a.k.a. Waking Ned)
2360,"Celebration, The (Festen)"
2361,Pink Flamingos
2362,Glen or Glenda
2363,Godzilla (Gojira)
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)"
2365,King Kong vs. Godzilla (Kingukongu tai Gojira)
41569,King Kong
2368,King Kong Lives
2369,Desperately Seeking Susan
2370,"Emerald Forest, The"
2371,Fletch
2372,Fletch Lives
2373,Red Sonja
2374,Gung Ho
2375,"Money Pit, The"
2376,"View to a Kill, A"
2377,Lifeforce
2378,Police Academy
2379,Police Academy 2: Their First Assignment
2380,Police Academy 3: Back in Training
2381,Police Academy 4: Citizens on Patrol
2382,Police Academy 5: Assignment: Miami Beach
2383,Police Academy 6: City Under Siege
2384,Babe: Pig in the City
2385,Home Fries
2387,Very Bad Things
2388,Steam: The Turkish Bath (Hamam)
2390,Little Voice
2391,"Simple Plan, A"
2392,Jack Frost
2393,Star Trek: Insurrection
2394,"Prince of Egypt, The"
2395,Rushmore
2396,Shakespeare in Love
2399,Santa Claus: The Movie
2400,Prancer
2401,Pale Rider
2402,Rambo: First Blood Part II
2403,First Blood (Rambo: First Blood)
2404,Rambo III
2405,"Jewel of the Nile, The"
2406,Romancing the Stone
2407,Cocoon
2408,Cocoon: The Return
2409,Rocky II
2410,Rocky III
2411,Rocky IV
2412,Rocky V
2413,Clue
2414,Young Sherlock Holmes
2415,Violets Are Blue...
2416,Back to School
2417,Heartburn
2418,Nothing in Common
2419,Extremities
79224,"Karate Kid, The"
2421,"Karate Kid, Part II, The"
2422,"Karate Kid, Part III, The"
2423,Christmas Vacation (National Lampoon's Christmas Vacation)
2424,You've Got Mail
3022,"General, The"
2427,"Thin Red Line, The"
2428,"Faculty, The"
2430,Mighty Joe Young
2431,Patch Adams
2432,Stepmom
2433,"Civil Action, A"
2435,Hurlyburly
2436,Tea with Mussolini
2439,Affliction
2442,Hilary and Jackie
2443,Playing by Heart
2445,At First Sight
2446,In Dreams
2447,Varsity Blues
2448,Virus
2450,Howard the Duck
2451,"Gate, The"
2453,"Boy Who Could Fly, The"
2455,"Fly, The"
2456,"Fly II, The"
43921,Running Scared
2458,Armed and Dangerous
6880,"Texas Chainsaw Massacre, The"
2460,"Texas Chainsaw Massacre 2, The"
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre)
2463,Ruthless People
2465,Deadly Friend
2467,"Name of the Rose, The (Name der Rose, Der)"
2468,Jumpin' Jack Flash
2469,Peggy Sue Got Married
2470,Crocodile Dundee
2471,Crocodile Dundee II
2472,Tough Guys
2473,Soul Man
2474,"Color of Money, The"
2475,52 Pick-Up
2476,Heartbreak Ridge
2477,Firewalker
2478,¡Three Amigos!
2481,My Name Is Joe
2482,Still Crazy
2483,"Day of the Beast, The (Día de la Bestia, El)"
2485,She's All That
2488,Peeping Tom
2490,Payback
2491,Simply Irresistible
2492,20 Dates
2493,"Harmonists, The"
2494,"Last Days, The"
2495,"Fantastic Planet, The (Planète sauvage, La)"
2496,Blast from the Past
2497,Message in a Bottle
2498,My Favorite Martian
2500,Jawbreaker
2501,October Sky
2502,Office Space
2503,"Apple, The (Sib)"
2504,200 Cigarettes
2505,8MM
2506,"Other Sister, The"
2511,"Long Goodbye, The"
2512,"Ballad of Narayama, The (Narayama bushiko)"
2513,Pet Sematary
2514,Pet Sematary II
2515,Children of the Corn II: The Final Sacrifice
2516,Children of the Corn III
2517,Christine
2518,Night Shift
2520,Airport
2521,Airport 1975
2522,Airport '77
2523,Rollercoaster
2524,"Towering Inferno, The"
2525,Alligator
2526,Meteor
2527,Westworld
